Date,Company,Industry,Subvertical,City,Investors,Round,Amount,Year,Quarter
8/12/2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,Rohit Jain,Private Equity,12.9,2016,3
9/1/2017,MFine,Consumer Internet,Online Doctor Discovery platform,Bengaluru,Rohit MA,Private Equity,12.9,2017,3
9/23/2016,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bengaluru,Rohit MA,Seed Funding,0,2016,3
9/14/2017,Gurukul,Consumer Internet,co-working space provider,New Delhi,Rohit Nanda,Seed Funding,0,2017,3
1/13/2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Rohit Narang,Seed Funding,0,2016,1
3/24/2017,BabyonBoard,Consumer Internet,Parenting Mobile App,Bengaluru,Rohit Sethi,Seed Funding,0,2017,1
4/3/2017,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,0,2017,2
5/31/2017,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,43,2017,2
6/3/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,17.2,2016,2
1/4/2019,Vyome Therapeutics Inc.,Health and Wellness,Specialty pharmaceutical,India,Romulus Capital,Series D,189.2,2019,1
1/10/2017,LensKart,eCommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,30.1,2017,1
6/17/2015,BabyChakra,Parents & Kids Online platform,Not unknown,Mumbai,Roopa Nath,Seed Funding,0,2015,2
5/9/2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,Roopak Saluja,Seed Funding,3.87,2016,2
10/14/2015,GymTrekker,Gym Discovery platform,Not unknown,Mumbai,Roopak Taneja,Seed Funding,0,2015,4
10/31/2017,MSE,Finance,Equity Stock Exchange,Mumbai,Rosy Blue Securities,Private Equity,275.2,2017,4
7/7/2016,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,0,2016,3
7/28/2017,Gympik,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,RoundGlass Partners,Seed Funding,0,2017,3
12/12/2016,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurugram,RoundGlass Partners,Private Equity,17.2,2016,4
11/11/2016,Life in Control,Consumer Internet,Online Diabetes Management platform,Gurugram,RoundGlass Partners,Private Equity,0,2016,4
10/18/2016,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,0,2016,4
9/16/2016,Doctor Insta,Consumer Internet,Online Doctor Consultations,Gurugram,RoundGlass Partners,Private Equity,8.6,2016,3
8/3/2016,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,0,2016,3
3/1/2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengaluru,RoundGlass Partners,Private Equity,0,2016,1
1/13/2016,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,0,2016,1
10/9/2015,Curofy,Doctors Network Mobile App,Not unknown,New Delhi,RoundGlass Partners,Private Equity,0,2015,4
8/18/2015,Zoojoo.be,Corporate Wellness App,Not unknown,Bengaluru,RoundGlass Partners,Private Equity,8.6,2015,3
12/14/2017,Curofy,Technology,Mobile App for Network of Doctors,Gurugram,RoundGlass Partners,Seed/Angel Funding,2.15,2017,4
9/12/2016,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Roy Kwan,Seed Funding,3.85,2016,3
9/7/2017,Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,8.6,2017,3
8/23/2019,Tala,FinTech,Digital Lending Platform,India,RPS Ventures,Series D,946,2019,3
5/23/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,6.32,2018,2
1/17/2017,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,RSI Fund,Private Equity,473,2017,1
11/16/2016,Stasis Labs,Technology,Cloud based\\xc2\\xa0 health monitoring platform,Bengaluru,RTP-HC,Private Equity,43,2016,4
12/11/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Not unknown,Mumbai,Ruchi Narain,Seed Funding,8.6,2015,4
5/8/2017,CureFit,Technology,Health-Tech Platform,Bengaluru,Ruchi Sanghvi & others,Private Equity,27.52,2017,2
12/24/2015,Kolabro,Real Estate focused Tech platform,Not unknown,Gurugram,Ruchir Arora & others,Seed Funding,0,2015,4
3/7/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,Ruchirans Jaipuria,Seed Funding,4.3,2016,1
8/20/2015,Bluegape,Visual Blogging platform,Not unknown,New Delhi,Rudy Gopalakrishnan,Seed Funding,5.16,2015,3
4/4/2015,Bluegape,Web Content Publishing,Not unknown,Gurugram,Rudy Gopalakrishnan,Seed Funding,1.72,2015,2
11/15/2017,ElderAid Wellness,Health Care,Social Healthcare Enterprise,Bengaluru,Rugmini Menon,Angel Funding,0,2017,4
12/14/2019,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,17.2,2019,4
7/7/2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,ru-Net,Private Equity,17.2,2016,3
2/23/2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurugram,ru-Net,Private Equity,94.6,2016,1
12/7/2015,Faasos,QSR Chain,Not unknown,Pune,ru-Net,Private Equity,258,2015,4
1/10/2018,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,16.6,2018,1
4/24/2017,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,RuNet South Asia,Private Equity,54.18,2017,2
12/16/2015,Housejoy,Home services marketplace,Not unknown,Bengaluru,Ru-Net Technology Partners,Private Equity,193.5,2015,4
8/17/2017,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,Russell M Byrne,Seed Funding,0,2017,3
10/4/2016,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,Russian venture capital fund Ru-Net,Private Equity,32.25,2016,4
11/3/2015,Bidgely,Efficient Energy Management platform,Not unknown,India,RWE,Private Equity,142.76,2015,4
5/16/2016,Smartivity,eCommerce,Smart Learning products,New Delhi,S Chand & Co,Private Equity,8.6,2016,2
3/1/2016,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,0,2016,1
3/15/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,S Chand & Co,Private Equity,8.6,2016,1
10/28/2015,Smartivity,Virtual Reality activity based learning platform,Not unknown,New Delhi,S Chand & Co,Seed Funding,1.72,2015,4
5/24/2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,New Delhi,S Chand & Co,Seed/ Angel Funding,17.2,2018,2
2/26/2018,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,S Gopal,Private Equity,8.94,2018,1
4/27/2015,Torqus,Restaurant Management Platform,Not unknown,Pune,S S Mukherji & Others,Seed Funding,3.01,2015,2
6/29/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,S Somasegar,Private Equity,12.9,2016,2
12/23/2016,MyAdvo,Consumer Internet,Legal Advice Platform,New Delhi,S. Somasegar & Others,Seed Funding,0,2016,4
4/26/2017,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,12.9,2017,2
11/19/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Not unknown,Bengaluru,S.D. Shibulal,Seed Funding,0,2015,4
5/8/2015,BuyHatke,Online Product Comparison,Not unknown,Bengaluru,S.Gopalakrishnan,Seed Funding,8.6,2015,2
2/14/2018,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,43,2018,1
8/26/2018,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,Saama Capital,Private Equity,36.12,2018,3
10/23/2017,Raw Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,Saama Capital,Private Equity,51.6,2017,4
9/6/2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,Saama Capital,Private Equity,92.45,2017,3
9/18/2017,The Moms Co,eCommerce,Pregnancy & Baby Care product etailer,Gurugram,Saama Capital,Private Equity,8.6,2017,3
10/19/2016,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bengaluru,Saama Capital,Private Equity,9.46,2016,4
6/14/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,Saama Capital,Seed Funding,8.6,2016,2
6/28/2016,Lending Kart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,Saama Capital,Private Equity,275.2,2016,2
9/3/2015,Vistaar Finance,Small Business Financing (NBFC),Not unknown,Bengaluru,Saama Capital,Private Equity,344,2015,3
8/25/2015,EazyDiner,Restaurant Reservation Platform,Not unknown,Gurugram,Saama Capital,Private Equity,25.8,2015,3
7/8/2015,Lending Kart,Online Finance lending platform,Not unknown,Ahmedabad,Saama Capital,Private Equity,86,2015,3
10/10/2017,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurugram,Saama Capital,Private Equity,38.7,2017,4
6/12/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital,Seed/ Angel Funding,25.8,2018,2
6/1/2015,Veeba Foods,Healthy Food Manufacturer,Not unknown,New Delhi,Saama Capital,Private Equity,51.6,2015,2
1/14/2016,Zapr,Technology,TV to Mobile audience Platform,Gurugram,Saavn,Seed Funding,0,2016,1
6/1/2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,Sabre Partners,Private Equity,86,2018,2
11/21/2017,Portea Medical,Healthcare,Healthcare facilities at doorstep,Bengaluru,Sabre Partners,Private Equity,223.6,2017,4
12/17/2019,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,Sabre Partners and Neoplux,Series C,103.2,2019,4
7/29/2015,trueHb,Medical Tech Instruments,Not unknown,New Delhi,Sachin and Binny Bansal,Seed Funding,20.64,2015,3
10/3/2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurugram,Sachin Arora,Seed Funding,0,2017,4
5/28/2019,Ather Energy,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,438.6,2019,2
12/26/2016,Pandorum Technologies,Technology,3D printed experimental Human Liver tissue creator,Bengaluru,Sachin Bansal,Seed Funding,0,2016,4
8/24/2016,Unacademy,Consumer Internet,Free Interactive education platform,Bengaluru,Sachin Bansal,Private Equity,8.6,2016,3
2/22/2016,SigTuple,Technology,Healthcare based Tech Solutions,Bengaluru,Sachin Bansal,Seed Funding,0,2016,1
12/11/2015,Intelligent Interfaces,Interface development platform for Government officials,Not unknown,Bengaluru,Sachin Bansal,Seed Funding,0,2015,4
6/20/2015,Tracxn,Startup funding platform,Not unknown,Bengaluru,Sachin Bansal,Private Equity,86,2015,2
9/18/2015,Plabro,Real Estate Broker Platform App,Not unknown,New Delhi,Sachin Bansal,Seed Funding,3.01,2015,3
8/2/2016,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Sachin Bhatia,Seed Funding,8.6,2016,3
8/5/2015,Zocalo,Rental Accomodation finder,Not unknown,New Delhi,Sachin Bhatia,Seed Funding,0,2015,3
6/3/2015,Little Black Book,Online City & Lifestyle Guide,Not unknown,New Delhi,Sachin Bhatia,Seed Funding,1.29,2015,2
2/10/2016,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurugram,Sachin Dalal,Seed Funding,0,2016,1
8/17/2016,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,Sachin Khandelwal and others,Seed Funding,3.22,2016,3
9/11/2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,Sachin Tendulkar,Private Equity,53.32,2017,3
3/22/2016,Smartron,Technology,Internet of Things Device manufacturer,Bengaluru,Sachin Tendulkar,Private Equity,0,2016,1
8/2/2017,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,Sadashiva NT,Seed Funding,0,2017,3
3/16/2017,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,Saha Fund,Private Equity,11.61,2017,1
8/22/2016,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,Saha Fund,Private Equity,0,2016,3
2/5/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,Saha Fund,Private Equity,8.6,2016,1
4/2/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,Saha Fund,Private Equity,17.2,2018,2
8/25/2015,Qyk App,On-Demand App based Professional service provider,Not unknown,Bengaluru,Sahil Barua,Private Equity,8.6,2015,3
11/2/2015,Twigly,Online Food Ordering & Delivery platform,Not unknown,Gurugram,Sahil Barua,Seed Funding,1.72,2015,4
6/29/2015,StayGlad,Beauty services Mobile Marketplace,Not unknown,Bengaluru,Sahil Barua,Seed Funding,0,2015,2
12/13/2019,Rivigo,Technology,Logistics Services and Solutions,Gurugram,SAIF Partners,Series F,172,2019,4
9/4/2019,Cashflo,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,28.38,2019,3
6/7/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,SAIF Partners,Private Equity,98.9,2018,2
4/10/2018,Travel Triangle,Consumer Internet,Online Travel Marketplace,Gurugram,SAIF Partners,Private Equity,103.2,2018,2
10/11/2017,Meesho,ECommerce,Online Reseller Network,Bengaluru,SAIF Partners,Private Equity,26.66,2017,4
10/23/2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,SAIF Partners,Private Equity,60.2,2017,4
9/13/2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,SAIF Partners,Private Equity,98.9,2017,3
6/30/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,SAIF Partners,Private Equity,180.6,2017,2
5/30/2017,Swiggy,Consumer Internet,Online food delivery platform,Bengaluru,SAIF Partners,Private Equity,688,2017,2
2/7/2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,SAIF Partners,Private Equity,86,2017,1
2/17/2017,Urban Ladder,ECommerce,Online Furniture Store,Bengaluru,SAIF Partners,Private Equity,130.72,2017,1
12/19/2016,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,SAIF Partners,Private Equity,63.64,2016,4
11/15/2016,PlaySimple,Technology,Mobile Gaming portal,Bengaluru,SAIF Partners,Private Equity,34.4,2016,4
11/24/2016,ShareChat,Consumer Internet,Local Language Social Networking Platform,Mumbai,SAIF Partners,Private Equity,34.4,2016,4
11/30/2016,Pulse,Consumer Internet,Campus Social Networking App,Bengaluru,SAIF Partners,Private Equity,4.3,2016,4
7/2/2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,6.02,2016,3
7/5/2016,Book My Show,Consumer Internet,Event & Movie Ticketing platform,Mumbai,SAIF Partners,Private Equity,705.2,2016,3
7/13/2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,SAIF Partners,Private Equity,11.61,2016,3
6/17/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,SAIF Partners,Private Equity,103.2,2016,2
6/23/2016,FarEye,Technology,Logistics Management Software,New Delhi,SAIF Partners,Private Equity,30.1,2016,2
6/27/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,SAIF Partners,Seed Funding,10.32,2016,2
5/12/2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,SAIF Partners,Private Equity,215,2016,2
2/8/2016,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,SAIF Partners,Private Equity,107.5,2016,1
2/24/2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bengaluru,SAIF Partners,Private Equity,86,2016,1
1/13/2016,Care24,Healthcare,Professional Health Services Platform,Mumbai,SAIF Partners,Private Equity,34.4,2016,1
12/9/2015,Aye Finance,Nonbanking finance company,Not unknown,New Delhi,SAIF Partners,Private Equity,25.8,2015,4
12/28/2015,Bumper,Mobile Car Servicing appointment app,Not unknown,Bengaluru,SAIF Partners,Seed Funding,4.3,2015,4
11/10/2015,Chefs Basket,Ready to cook packaged Foods,Not unknown,Mumbai,SAIF Partners,Private Equity,51.6,2015,4
11/19/2015,UrbanClap,Mobile Services Marketplace,Not unknown,Gurugram,SAIF Partners,Private Equity,215,2015,4
10/13/2015,Voodoo,Mobile Only Shopping Assistant,Not unknown,New Delhi,SAIF Partners,Seed Funding,8.6,2015,4
9/10/2015,IndustryBuying,Industrial Tools Marketplace,Not unknown,New Delhi,SAIF Partners,Private Equity,79.12,2015,3
7/2/2015,Gozoomo,Used Car Marketplace,Not unknown,Bengaluru,SAIF Partners,Private Equity,43,2015,3
7/29/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Not unknown,Bengaluru,SAIF Partners,Private Equity,430,2015,3
6/9/2015,Swiggy,Online Food Ordering,Not unknown,Bengaluru,SAIF Partners,Private Equity,141.9,2015,2
6/23/2015,Treebo,Online Budget Hotel Booking Service,Not unknown,Bengaluru,SAIF Partners,Private Equity,51.6,2015,2
6/29/2015,UrbanClap,Hyperlocal services marketplace,Not unknown,New Delhi,SAIF Partners,Private Equity,86,2015,2
5/4/2015,SpoonJoy,Online Food Delivery,Not unknown,Bengaluru,SAIF Partners,Seed Funding,8.6,2015,2
5/7/2015,Toppr,Online Education Platform,Not unknown,Mumbai,SAIF Partners,Private Equity,86,2015,2
5/19/2015,Trucksfirst,Trucking Logistic Operations,Not unknown,Gurugram,SAIF Partners,Private Equity,86,2015,2
4/3/2015,Swiggy,Online Food Delivery,Not unknown,Bengaluru,SAIF Partners,Private Equity,17.2,2015,2
4/9/2015,Urban Ladder,Online Furnishing\\neCommerce,Not unknown,Bengaluru,SAIF Partners,Private Equity,430,2015,2
4/15/2015,PepperTap,Hyper-Local Online/Mobile Grocery,Not unknown,Gurugram,SAIF Partners,Private Equity,86,2015,2
4/16/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,Not unknown,New Delhi,SAIF Partners,Seed Funding,13.76,2015,2
4/29/2015,Tracxn,Startup Analytics platform,Not unknown,Bengaluru,SAIF Partners,Private Equity,30.1,2015,2
4/29/2015,Travel Triangle,Online Travel Marketplace,Not unknown,Noida,SAIF Partners,Private Equity,68.8,2015,2
11/5/2015,Bobble,Selfie Mobile App,Not unknown,New Delhi,SAIF Partners,Private Equity,0,2015,4
3/1/2018,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,SAIF Partners,Private Equity,103.2,2018,1
6/10/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,SAIF Partners,Private Equity,184.9,2018,2
12/17/2015,Rivigo,Logistics Services Provider,Not unknown,Gurugram,SAIF Partners,Private Equity,258,2015,4
9/29/2015,PepperTap,Hyperlocal Grocery Delivery,Not unknown,Gurugram,SAIF Partners,Private Equity,309.6,2015,3
4/24/2015,Coverfox,Online Insurance Aggregator,Not unknown,Mumbai,SAIF Partners,Private Equity,103.2,2015,2
9/7/2016,Prozo,eCommerce,Study Material Marketplace,Gurugram,Sailender Solanki,Seed Funding,2.71,2016,3
11/6/2015,Soothe Healthcare,affordable Personal Healthcare Products,Not unknown,Noida,Saina Nehwal,Seed Funding,0,2015,4
3/15/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,Saket Dhankar,Seed Funding,2.15,2016,1
3/3/2018,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,Saket Kumar,Seed / Angel Funding,2.15,2018,1
6/7/2016,HelpShift,Technology,Mobile CRM Platform,Pune,Salesforce Ventures,Private Equity,197.8,2016,2
5/10/2017,Lucideus,Technology,Cyber Security Startup,New Delhi,Salil Donde,Seed Funding,0,2017,2
1/15/2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurugram,Samar Singla,Seed Funding,1.72,2016,1
11/25/2015,Tooler,On Demand Laundry Services App,Not unknown,New Delhi,Sameer Gupta,Seed Funding,0.95,2015,4
6/30/2015,MyCFO,Wealth Management Platform,Not unknown,Mumbai,Sameer Koticha,Private Equity,12.9,2015,2
2/16/2018,Fincash,Finance,Fin-Tech,Mumbai,Sameer Narayan & Others,Seed / Angel Funding,1.29,2018,1
6/16/2017,Fincash,Consumer Internet,Personal Finance platform,Mumbai,Sameer Narayan & Others,Seed Funding,0.86,2017,2
7/3/2019,Ola,Transport,Cabs,Bengaluru,Samih Toukan and Hussam Khoury,Series J,8.6,2019,3
1/5/2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Samir Bangara,Seed Funding,0.86,2016,1
1/14/2016,Zapr,Technology,TV to Mobile audience Platform,Gurugram,Samir Bangara,Seed Funding,0,2016,1
1/30/2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Samir Shah,Seed Funding,0,2016,1
5/18/2015,Awaaz De,Enterprise Communication Platform,Not unknown,Ahmedabad,Samir Shah,Seed Funding,0,2015,2
3/31/2017,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,25.8,2017,1
9/4/2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,Samsung and China-based CITIC Capital and others,Private Equity,0,2018,3
4/7/2015,Pricejugaad,Price Comparison,Not unknown,Hyderabad,Sandeep Acharya & others,Seed Funding,1.42,2015,2
11/23/2017,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed/Angel Funding,0,2017,4
3/3/2017,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,Sandeep Aggarwal,Seed Funding,0,2017,1
10/1/2015,Wydr,Performance based Wholesale Marketplace,Not unknown,New Delhi,Sandeep Aggarwal,Seed Funding,0,2015,4
9/15/2015,FYNE,Home Fitting & Fixtures Marketplace,Not unknown,Bengaluru,Sandeep Dama & Others,Seed Funding,0,2015,3
5/9/2016,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,Sandeep Gupta,Seed Funding,2.15,2016,2
2/8/2018,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,860,2018,1
2/17/2017,The Ken,Consumer Internet,Online Media Platform,Bengaluru,Sandeep Mathur,Seed Funding,3.44,2017,1
4/5/2017,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,Sandeep Pangal,Seed Funding,0,2017,2
7/28/2015,Zoctr,Health-Tech platform,Not unknown,Mumbai,Sandeep Parwal,Seed Funding,8.6,2015,3
3/22/2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,Sandeep Raju,Seed Funding,1.64,2017,1
3/23/2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,Sandeep Seerapu,Private Equity,2.84,2016,1
5/29/2017,Nivesh,Consumer Internet,Online MF investment platform,Noida,Sandeep Shroff,Seed Funding,0,2017,2
4/11/2017,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,Sandeep Singh,Seed Funding,0,2017,2
6/6/2017,Spinny,eCommerce,Online Used Car marketplace,Gurugram,Sandeep Tandon,Private Equity,8.6,2017,2
2/23/2017,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,Sandeep Tandon,Seed Funding,0,2017,1
12/15/2016,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,Sandeep Tandon,Private Equity,25.8,2016,4
10/4/2016,Bharat Bazaar,eCommerce,Online B2B Marketplace,Mumbai,Sandeep Tandon,Seed Funding,0,2016,4
8/24/2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,Sandeep Tandon,Seed Funding,0,2016,3
8/24/2016,Unacademy,Consumer Internet,Free Interactive education platform,Bengaluru,Sandeep Tandon,Private Equity,8.6,2016,3
8/24/2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bengaluru,Sandeep Tandon,Seed Funding,0,2016,3
7/5/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,Sandeep Tandon,Seed Funding,14.62,2016,3
6/8/2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,Sandeep Tandon,Seed Funding,4.3,2016,2
5/27/2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,Sandeep Tandon,Seed Funding,0,2016,2
3/22/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Sandeep Tandon,Seed Funding,0,2016,1
2/16/2016,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,Sandeep Tandon,Seed Funding,8.6,2016,1
6/24/2015,The Porter,Logistics Tech,Not unknown,Mumbai,Sandeep Tandon,Private Equity,47.3,2015,2
10/27/2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,Sandesh Kirkire,Seed Funding,0,2017,4
5/22/2015,EveningFlavors,Online Table Reservation,Not unknown,Bengaluru,Sandiep Shrivatsava,Seed Funding,4.3,2015,2
2/28/2017,BlackBuck,Logistics,Online freight aggregator,Bengaluru,Sands Capital,Private Equity,602,2017,1
10/20/2015,Opinio,Last Mile Delivery Service,Not unknown,Bengaluru,Sands Capital,Private Equity,60.2,2015,4
5/1/2019,BlackBuck,Transport,Logistics,Bengaluru,Sands Capital,Series D,1290,2019,2
9/21/2017,91SpringBoard,Consumer Internet,Co-working spaces,New Delhi,Sandway Investment Ltd,Private Equity,0,2017,3
9/18/2015,Plabro,Real Estate Broker Platform App,Not unknown,New Delhi,Sangram Singh,Seed Funding,3.01,2015,3
11/22/2016,Shubh Loans,Technology,Consumer Finance & Credit Score platform,Bengaluru,Sanjai Vohra,Seed Funding,0,2016,4
11/4/2015,YourDost,Online Counselling and psychological support platform,Not unknown,Gwalior,Sanjay Anandaram,Seed Funding,3.44,2015,4
1/29/2016,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,Sanjay Bakshi,Seed Funding,0,2016,1
1/16/2016,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,0,2016,1
12/16/2015,Bluebirch,End to End reverse logistics Solution platform,Not unknown,Bengaluru,Sanjay Mehta,Seed Funding,17.2,2015,4
10/7/2015,Naturally Yours,Organic Food etailer,Not unknown,Mumbai,Sanjay Mehta,Seed Funding,0,2015,4
4/7/2015,LogiNext,Logistics Tech,Not unknown,Mumbai,Sanjay Mehta,Seed Funding,0,2015,2
1/8/2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bengaluru,Sanjay Mehta & Others,Seed Funding,2.15,2016,1
1/30/2017,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,0.91,2017,1
1/14/2016,Zapr,Technology,TV to Mobile audience Platform,Gurugram,Sanjay Nath,Seed Funding,0,2016,1
10/7/2016,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,Sanjay Nayar,Private Equity,129,2016,4
2/6/2018,Foodmemories,Consumer Internet,Online Food Marketplace,Ahmedabad,Sanjay Notani & Others,Seed funding,0,2018,1
4/15/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,Sanjay Phophaliya,Seed Funding,0,2016,2
3/3/2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,Sanjay Sathe,Seed Funding,2.37,2017,1
8/6/2015,LoudShout,anonymous bulletin board app,Not unknown,New Delhi,Sanjay Sethi,Seed Funding,0,2015,3
8/10/2017,Stayabode,Consumer Internet,Co-Living space aggregator,Bengaluru,Sanjay Shenoy,Private Equity,0,2017,3
